Nr,Kortategund,HeitiKorts,StadurTekid,Nr1,Nr2,Stofnun,Mal,Ar,StadurUnnid,Tungumal,Filma,Tomt,Tala1,Tala2,Tala3,Tala4,Tala5,Tala6,Tala7,Tala8,Tegund
331,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-19,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"469432,8","409110,3","471048,3","409135,6","471047,5","408135,4","469448,7","408110,5",OS_331
332,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-19,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"469432,8","409110,3","471048,3","409135,6","471047,5","408135,4","469448,7","408110,5",OS_332
333,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-24,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467912,2",404086,"469527,7","404111,3",469527,"403111,2",467928,"403086,2",OS_333
334,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-25,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467896,4","405085,8","469511,9","405111,1","469511,1",404111,"467912,2",404086,OS_334
335,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-26,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467880,6","406085,6","469496,1","406110,9","469495,3","405110,8","467896,4","405085,8",OS_335
336,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-27,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467864,8","407085,4","469480,3","407110,7","469479,5","406110,6","467880,6","406085,6",OS_336
337,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-28,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,467849,"408085,2","469464,5","408110,5","469463,7","407110,4","467864,8","407085,4",OS_337
338,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-29,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467833,2",409085,"469448,7","409110,3","469447,9","408110,1",467849,"408085,2",OS_338
339,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-33,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"466328,4","403060,9","467943,9","403086,2","467943,1","402086,2","466344,2","402061,1",OS_339
340,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-34,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"466312,5","404060,7",467928,404086,"467927,3","403085,9","466328,4","403060,9",OS_340
341,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-35,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"466296,7","405060,5","467912,2","405085,8","467911,5","404085,7","466312,5","404060,7",OS_341
342,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-36,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"466280,9","406060,3","467896,4","406085,6","467895,7","405085,5","466296,7","405060,5",OS_342
343,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-37,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"466265,1","407060,1","467880,6","407085,4","467879,9","406085,3","466280,9","406060,3",OS_343
344,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-38,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"466249,3","408059,9","467864,8","408085,2",467864,"407085,1","466265,1","407060,1",OS_344
345,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-39,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"466233,5","409059,7",467849,409085,"467848,2","408084,8","466249,3","408059,9",OS_345
346,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-42,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"464744,5","402035,8",466360,"402061,1","466359,3","401061,1","464760,3",401036,OS_346
347,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-43,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"464728,7","403035,6","466344,2","403060,9","466343,5","402060,8","464744,5","402035,8",OS_347
348,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-44,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"464712,9","404035,4","466328,4","404060,7","466327,7","403060,6","464728,7","403035,6",OS_348
349,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-46,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"464681,2",406035,"466296,7","406060,3",466296,"405060,2","464697,1","405035,2",OS_349
350,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-47,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"464665,4","407034,8","466280,9","407060,1","466280,2",406060,"464681,2",406035,OS_350
351,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-48,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"464649,6","408034,6","466265,1","408059,9","466264,4","407059,7","464665,4","407034,8",OS_351
352,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-51,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"463160,6","401010,7","464776,1",401036,"464775,5",400036,"463176,4","400010,9",OS_352
353,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-52,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"463144,8","402010,5","464760,3","402035,8","464759,6","401035,8","463160,6","401010,7",OS_353
354,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-53,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,463129,"403010,3","464744,5","403035,6","464743,8","402035,5","463144,8","402010,5",OS_354
355,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-55,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"463097,4","405009,9","464712,9","405035,2","464712,2","404035,1","463113,2","404010,1",OS_355
356,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-56,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"463081,6","406009,7","464697,1",406035,"464696,4","405034,9","463097,4","405009,9",OS_356
357,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-57,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"463065,8","407009,5","464681,2","407034,8","464680,6","406034,7","463081,6","406009,7",OS_357
358,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-61,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,461561,"400985,4","463176,4","401010,7","463175,8","400010,7","461576,8","399985,6",OS_358
359,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-62,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"461545,1","401985,2","463160,6","402010,5",463160,"401010,5",461561,"400985,4",OS_359
360,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-63,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"461529,3",402985,"463144,8","403010,3","463144,2","402010,2","461545,1","401985,2",OS_360
361,Grunnkort,Orkugrunnkort LV 2000,Klofaey,3640-70,2000,Landsvirkjun,62x85,1980,[Reykjavík],Íslenska,Filma/útprentað,,"459977,1","399960,3","461592,6","399985,6",461592,"398985,6","459992,9","398960,5",OS_361
362,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-71,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"459961,3","400960,1","461576,8","400985,4","461576,2","399985,4","459977,1","399960,3",OS_362
363,Grunnkort,Orkugrunnkort LV 2000,Klofaey,3640-71,2000,Landsvirkjun,62x85,1980,[Reykjavík],Íslenska,Filma/útprentað,,"459961,3","400960,1","461576,8","400985,4","461576,2","399985,4","459977,1","399960,3",OS_363
364,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-72,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"459945,5","401959,9",461561,"401985,2","461560,3","400985,1","459961,3","400960,1",OS_364
365,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-73,2000,Orkustofnun,62x85,1965,[Reykjavík],Íslenska,Filma/útprentað,,"459929,6","402959,7","461545,1",402985,"461544,5","401984,9","459945,5","401959,9",OS_365
366,Grunnkort,Orkugrunnkort LV 2000,Klofaey,3640-80,2000,Landsvirkjun,62x85,1980,[Reykjavík],Íslenska,Filma/útprentað,,"458377,4",399935,"459992,9","399960,3","459992,3","398960,3","458393,2","398935,2",OS_366
367,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-81,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"458361,6","400934,8","459977,1","400960,1","459976,5","399960,1","458377,4",399935,OS_367
368,Grunnkort,Orkugrunnkort LV 2000,Klofaey,3640-81,2000,Landsvirkjun,62x85,1980,[Reykjavík],Íslenska,Filma/útprentað,,"458361,6","400934,8","459977,1","400960,1","459976,5","399960,1","458377,4",399935,OS_368
369,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-82,2000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"458345,8","401934,5","459961,3","401959,9","459960,7","400959,8","458361,6","400934,8",OS_369
370,Grunnkort,Orkugrunnkort LV 2000,Klofaey,3640-82,2000,Landsvirkjun,62x85,1980,[Reykjavík],Íslenska,Filma/útprentað,,"458345,8","401934,5","459961,3","401959,9","459960,7","400959,8","458361,6","400934,8",OS_370
371,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-83,2000,Orkustofnun,62x85,1965,[Reykjavík],Íslenska,Filma/útprentað,,458330,"402934,3","459945,5","402959,7","459944,9","401959,6","458345,8","401934,5",OS_371
372,Grunnkort,Orkugrunnkort OS 2000,Háifoss,3641-00,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"471016,7","410135,4","472632,2","410160,7","472631,4","409160,5","471032,5","409135,6",OS_372
373,Grunnkort,Orkugrunnkort LV 2000,Háifoss,3641-00,2000,Landsvirkjun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"471016,7","410135,4","472632,2","410160,7","472631,4","409160,5","471032,5","409135,6",OS_373
374,Grunnkort,Orkugrunnkort LV 2000,Háifoss,3641-01,2000,Landsvirkjun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"471000,9","411135,2","472616,4","411160,5","472615,5","410160,3","471016,7","410135,4",OS_374
375,Grunnkort,Orkugrunnkort LV 2000,Háifoss,3641-10,2000,Landsvirkjun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,469417,"410110,1","471032,5","410135,4","471031,7","409135,2","469432,8","409110,3",OS_375
376,Grunnkort,Orkugrunnkort OS 2000,Háifoss [?],3641-20,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"467817,3","410084,8","469432,8","410110,1","469432,1","409109,9","467833,2",409085,OS_376
377,Grunnkort,Orkugrunnkort LV 2000,Galtará,3652-39,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,464336,"529034,5","465951,4","529059,8","465950,4","528058,4","464351,8","528034,7",OS_377
378,Grunnkort,Orkugrunnkort LV 2000,Galtará,3652-49,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462736,3","529009,2","464351,8","529034,5","464350,7","528033,1","462752,1","528009,4",OS_378
379,Grunnkort,Orkugrunnkort OS 20000,Emstrur,3536,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473265,1","369168,9","489261,9",369422,"489420,2",359424,"473423,3","359170,8",OS_379
380,Grunnkort,Orkugrunnkort OS 20000,Torfatindur,3537,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473106,8","379166,9","489103,6","379420,1","489261,9",369422,"473265,1","369168,9",OS_380
381,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-30,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"464320,2","530034,3","465935,6","530059,6","465934,5","529058,2",464336,"529034,5",OS_381
382,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-31,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"464304,3","531034,1","465919,8","531059,4","465918,7",530058,"464320,2","530034,3",OS_382
383,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-40,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462720,5",530009,464336,"530034,3","464334,9","529032,9","462736,3","529009,2",OS_383
384,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-41,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462704,7","531008,8","464320,2","531034,1","464319,1","530032,7","462720,5",530009,OS_384
385,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-42,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462688,9","532008,5","464304,3","532033,8","464303,3","531032,5","462704,7","531008,8",OS_385
386,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-43,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462673,1","533008,3","464288,5","533033,6","464287,5","532032,2","462688,9","532008,5",OS_386
387,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-46,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462625,6","536007,7","464241,1",536033,464240,"535031,6","462641,4","535007,9",OS_387
388,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-47,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462609,8","537007,4","464225,3","537032,7","464224,2","536031,3","462625,6","536007,7",OS_388
389,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-52,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"461089,2","531983,2","462704,7","532008,5","462703,6","531007,1",461105,"530983,5",OS_389
390,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-53,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"461073,4",532983,"462688,9","533008,3","462687,8","532006,9","461089,2","531983,2",OS_390
391,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-54,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"461057,6","533982,8","462673,1","534008,1",462672,"533006,7","461073,4",532983,OS_391
392,Grunnkort,Orkugrunnkort LV 2000,Friðmundarvötn,3653-55,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"461041,8","534982,6","462657,2","535007,9","462656,2","534006,5","461057,6","533982,8",OS_392
393,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-47,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462451,7","547005,2","464067,2","547030,5",464066,"546029,1","462467,5","546005,4",OS_393
394,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-48,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462435,9",548005,"464051,4","548030,3","464050,2","547028,9","462451,7","547005,2",OS_394
395,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-57,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,460852,"546979,9","462467,5","547005,2","462466,4","546003,8","460867,9","545980,1",OS_395
396,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-65,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,459284,"544955,1","460899,5","544980,4","460898,4",543979,"459299,8","543955,3",OS_396
397,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-66,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"459268,2","545954,8","460883,7","545980,1","460882,6","544978,7",459284,"544955,1",OS_397
398,Grunnkort,Orkugrunnkort LV 2000,Sléttárdalur,3655-40,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462404,3","550004,5","464019,7","550029,8","464018,6","549028,5","462420,1","549004,8",OS_398
399,Grunnkort,Orkugrunnkort OS 20000,Eiríksstaðir,2351,20000,Orkustofnun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"662850,7","522174,2",678847,"522427,3","679005,2","512429,6","663008,9","512176,5",OS_399
400,Grunnkort,Orkugrunnkort OS 20000,Fjallagjá,2655,20000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"614228,8","561406,1","630225,3",561659,"630383,4","551661,3",614387,"551408,3",OS_400
401,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-49,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"462420,1","549004,8","464035,5","549030,1","464034,4","548028,7","462435,9",548005,OS_401
402,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-55,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"460883,7","544980,4","462499,1","545005,7",462498,"544004,3","460899,5","543980,6",OS_402
403,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-56,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"460867,9","545980,1","462483,3","546005,4","462482,2","545004,1","460883,7","544980,4",OS_403
404,Grunnkort,Orkugrunnkort LV 2000,Gilsá,3654-58,2000,Landsvirkjun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"460836,2","547979,7","462451,7",548005,"462450,6","547003,6",460852,"546979,9",OS_404
405,Grunnkort,Orkugrunnkort OS 2000,Egilsá,3454-53,2000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"492908,5","543486,8","494523,9","543512,2","494522,6","542510,8","492924,3","542487,1",OS_405
406,Grunnkort,Orkugrunnkort LV 2000,Sultartangi [Hald?],3540-69,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"477431,2","409236,9","479046,7","409262,2","479045,8",408262,477447,"408237,1",OS_406
407,Grunnkort,Orkugrunnkort LV 2000,Sultartangi,3540-79,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"475831,5","409211,5",477447,"409236,9","477446,1","408236,7","475847,4","408211,7",OS_407
408,Grunnkort,Orkugrunnkort OS 2000,Hald [?],3540-98,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,472648,"408161,1","474263,5","408186,4","474262,6","407186,3","472663,8","407161,3",OS_408
409,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-61,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"477399,6","411236,4","479015,1","411261,8","479014,1","410261,5","477415,4","410236,6",OS_409
410,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-62,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"477383,8","412236,2","478999,3","412261,5","478998,3","411261,3","477399,6","411236,4",OS_410
411,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-63,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,477368,413236,"478983,5","413261,3","478982,5","412261,1","477383,8","412236,2",OS_411
412,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-71,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"475799,9","411211,1","477415,4","411236,4","477414,5","410236,2","475815,7","410211,3",OS_412
413,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-72,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"475784,1","412210,9","477399,6","412236,2","477398,7",411236,"475799,9","411211,1",OS_413
414,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-73,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"475768,3","413210,7","477383,8",413236,"477382,9","412235,8","475784,1","412210,9",OS_414
415,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-81,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"474200,2","411185,8","475815,7","411211,1","475814,8","410210,9","474216,1",410186,OS_415
416,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-82,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"474184,4","412185,6","475799,9","412210,9",475799,"411210,7","474200,2","411185,8",OS_416
417,Grunnkort,Orkugrunnkort OS 2000,Búðarháls [?],3541-90,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"472616,4","410160,7","474231,9",410186,474231,"409185,8","472632,2","409160,9",OS_417
418,Grunnkort,Orkugrunnkort OS 10000,Seyðisfjörður,1953,10000,Orkustofnun,62x85,1988,[Reykjavík],Íslenska,Filma/útprentað,,724237,538329,732243,538098,732169,533102,724155,533332,OS_418
419,Grunnkort,Orkugrunnkort OS 10000,Seyðisfjörður,1953,10000,Orkustofnun,62x85,1988,[Reykjavík],Íslenska,Filma/útprentað,,724237,538329,732243,538098,732169,533102,724155,533332,OS_419
420,Grunnkort,Orkugrunnkort RARIK 5000,Egilsstaðir,2053/30,5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"710641,8","535430,7","714640,9",535494,"714680,4","532994,6","710681,4","532931,3",OS_420
421,Grunnkort,Orkugrunnkort RARIK 5000,Egilsstaðir,2053/31,5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"710602,3","537930,2","714601,4","537993,4","714640,9",535494,"710641,8","535430,7",OS_421
422,Grunnkort,Orkugrunnkort RARIK 5000,Egilsstaðir,"2053/32,22",5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"714561,8","540492,9","718560,9","540556,2","718600,4","538056,7","714601,4","537993,4",OS_422
423,Grunnkort,Orkugrunnkort RARIK 5000,Egilsstaðir,"2053/33,23",5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"714522,3","542992,3","718521,3","543055,6","718560,9","540556,2","714561,8","540492,9",OS_423
424,Grunnkort,Orkugrunnkort RARIK 5000,Eiðar,"2054/30,20",5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"714482,7","545491,7","718481,8",545555,"718521,3","543055,6","714522,3","542992,3",OS_424
425,Grunnkort,Orkugrunnkort RARIK 5000,Eiðar,"2054/31,21",5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"714443,2","547991,1","718442,3","548054,4","718481,8",545555,"714482,7","545491,7",OS_425
426,Grunnkort,Orkugrunnkort RARIK 5000,Eiðar,"2054/32,22",5000,RARIK,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"714403,7","550490,6","718402,7","550553,8","718442,3","548054,4","714443,2","547991,1",OS_426
